,date,bidhigh,bidlow,bidclose,bidopen,tickqty,timeframe,ema_200,ema_100,ema_80,peaks_min,peaks_max,median_max,median_min,channel_width_pips,channel_breakout_up,channel_breakout_down,signal,valid_signal
3404,202509302225,0.66138,0.6613,0.66134,0.6613,22,m1,0.6613003842888051,0.661242844596463,0.6612445266255855,0,0,0.6613003842888051,0.6612445266255855,0.6,1,0,1,1
3405,202509302226,0.66134,0.66134,0.66134,0.66134,5,m1,0.6613007784749863,0.66124476846584,0.661246883992855,0,0,0.6613007784749863,0.661246883992855,0.5,1,0,1,1
3406,202509302227,0.66134,0.66132,0.66133,0.66134,5,m1,0.6613010692364292,0.6612464562189917,0.661248936239945,0,0,0.6613010692364292,0.661248936239945,0.5,1,0,1,1
3407,202509302228,0.66134,0.66132,0.66133,0.66133,8,m1,0.6613013571047235,0.6612481105512888,0.6612509378142672,0,0,0.6613013571047235,0.6612509378142672,0.5,1,0,1,1
3408,202509302229,0.66134,0.66127,0.66128,0.66133,19,m1,0.6613011445962188,0.6612487420255208,0.6612516553991001,0,0,0.6613011445962188,0.6612516553991001,0.5,0,0,0,0
3409,202509302230,0.66131,0.6612399999999999,0.6612399999999999,0.66128,23,m1,0.6613005361922764,0.6612485689161045,0.6612513676114681,0,0,0.6613005361922764,0.6612513676114681,0.5,0,1,-1,-1
3410,202509302231,0.66129,0.6612399999999999,0.66128,0.6612399999999999,23,m1,0.6613003318520547,0.6612491913138054,0.6612520745840245,0,0,0.6613003318520547,0.6612520745840245,0.5,0,0,0,0
3411,202509302232,0.6614099999999999,0.66127,0.66139,0.66128,46,m1,0.6613012240724323,0.6612519796046211,0.661255480149851,0,0,0.6613012240724323,0.661255480149851,0.5,1,0,1,1
3412,202509302233,0.6614,0.66137,0.66137,0.66139,9,m1,0.66130190841002,0.6612543166421533,0.6612583078004719,0,0,0.66130190841002,0.6612583078004719,0.4,1,0,1,1
3413,202509302234,0.66142,0.66136,0.66136,0.66137,30,m1,0.6613024864357909,0.6612564093819125,0.6612608187189787,0,0,0.6613024864357909,0.6612608187189787,0.4,1,0,1,1
3414,202509302235,0.66136,0.66135,0.66136,0.66136,2,m1,0.6613030587100617,0.6612584606812806,0.6612632676394977,0,0,0.6613030587100617,0.6612632676394977,0.4,1,0,1,1
3415,202509302236,0.66136,0.66131,0.66133,0.66136,32,m1,0.6613033267825984,0.6612598773014532,0.6612649153521026,0,0,0.6613033267825984,0.6612649153521026,0.4,1,0,1,1
3416,202509302237,0.66133,0.66131,0.66131,0.66133,11,m1,0.6613033931827715,0.6612608698301372,0.6612660285532852,0,0,0.6613033931827715,0.6612660285532852,0.4,1,0,1,1
